date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
15/06/2012,Beans - Retail,KG,pulses and nuts,300,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/07/2012,Beans - Retail,KG,pulses and nuts,280,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/08/2012,Beans - Retail,KG,pulses and nuts,280,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/09/2012,Beans - Retail,KG,pulses and nuts,280,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/10/2012,Beans - Retail,KG,pulses and nuts,235,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/11/2012,Beans - Retail,KG,pulses and nuts,281.67,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/12/2012,Beans - Retail,KG,pulses and nuts,285,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/01/2013,Beans - Retail,KG,pulses and nuts,300,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/02/2013,Beans - Retail,KG,pulses and nuts,261.04,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/03/2013,Beans - Retail,KG,pulses and nuts,325,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/04/2013,Beans - Retail,KG,pulses and nuts,245,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/05/2013,Beans - Retail,KG,pulses and nuts,251.77,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/06/2013,Beans - Retail,KG,pulses and nuts,335,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/07/2013,Beans - Retail,KG,pulses and nuts,306.25,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/08/2013,Beans - Retail,KG,pulses and nuts,306.25,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/09/2013,Beans - Retail,KG,pulses and nuts,364.17,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/10/2013,Beans - Retail,KG,pulses and nuts,347.6,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/11/2013,Beans - Retail,KG,pulses and nuts,350.41,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/12/2013,Beans - Retail,KG,pulses and nuts,351.85,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/01/2014,Beans - Retail,KG,pulses and nuts,359.77,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/09/2014,Beans - Retail,KG,pulses and nuts,345,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/12/2014,Beans - Retail,KG,pulses and nuts,450,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/01/2015,Beans - Retail,KG,pulses and nuts,500,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/06/2015,Beans - Retail,KG,pulses and nuts,380,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/08/2015,Beans - Retail,KG,pulses and nuts,435,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/11/2015,Beans - Retail,KG,pulses and nuts,448.125,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/01/2016,Beans - Retail,KG,pulses and nuts,550,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/02/2016,Beans - Retail,KG,pulses and nuts,550,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/10/2016,Beans - Retail,KG,pulses and nuts,675.41,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/11/2016,Beans - Retail,KG,pulses and nuts,698.155,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/02/2017,Beans - Retail,KG,pulses and nuts,775.47,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/07/2017,Beans - Retail,KG,pulses and nuts,372.85,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/08/2017,Beans - Retail,KG,pulses and nuts,420,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/09/2017,Beans - Retail,KG,pulses and nuts,443.295,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/11/2017,Beans - Retail,KG,pulses and nuts,426.545,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/07/2019,Beans - Retail,KG,pulses and nuts,700,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/12/2019,Beans - Retail,KG,pulses and nuts,888.45,MWK,Malawi,Central Region,1888,Bembeke turn off,765,50,15,5,5,765_50_15_5,
15/07/2005,Maize - Retail,KG,cereals and tubers,19.035,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2005,Maize - Retail,KG,cereals and tubers,21.43,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2005,Maize - Retail,KG,cereals and tubers,23.47,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2005,Maize - Retail,KG,cereals and tubers,29.12,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2005,Maize - Retail,KG,cereals and tubers,28.9475,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2005,Maize - Retail,KG,cereals and tubers,30.49,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2006,Maize - Retail,KG,cereals and tubers,41.275,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/02/2006,Maize - Retail,KG,cereals and tubers,51.5625,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/03/2006,Maize - Retail,KG,cereals and tubers,43.744,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2006,Maize - Retail,KG,cereals and tubers,26,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2006,Maize - Retail,KG,cereals and tubers,11.7567,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2006,Maize - Retail,KG,cereals and tubers,14.75,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2006,Maize - Retail,KG,cereals and tubers,18.6667,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2006,Maize - Retail,KG,cereals and tubers,23.5975,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2006,Maize - Retail,KG,cereals and tubers,19.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2006,Maize - Retail,KG,cereals and tubers,20,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2006,Maize - Retail,KG,cereals and tubers,18.0767,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2006,Maize - Retail,KG,cereals and tubers,18,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2007,Maize - Retail,KG,cereals and tubers,18.6922,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/02/2007,Maize - Retail,KG,cereals and tubers,16,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/03/2007,Maize - Retail,KG,cereals and tubers,15,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2007,Maize - Retail,KG,cereals and tubers,14,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2007,Maize - Retail,KG,cereals and tubers,14,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2007,Maize - Retail,KG,cereals and tubers,13.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2007,Maize - Retail,KG,cereals and tubers,14,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2007,Maize - Retail,KG,cereals and tubers,14.6,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2007,Maize - Retail,KG,cereals and tubers,16,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2007,Maize - Retail,KG,cereals and tubers,17.886,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2007,Maize - Retail,KG,cereals and tubers,22.3175,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2007,Maize - Retail,KG,cereals and tubers,27.1925,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2008,Maize - Retail,KG,cereals and tubers,33,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/02/2008,Maize - Retail,KG,cereals and tubers,45.7467,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/03/2008,Maize - Retail,KG,cereals and tubers,50,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2008,Maize - Retail,KG,cereals and tubers,38.934,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2008,Maize - Retail,KG,cereals and tubers,37.89,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2008,Maize - Retail,KG,cereals and tubers,45.3667,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2008,Maize - Retail,KG,cereals and tubers,50.495,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2008,Maize - Retail,KG,cereals and tubers,56.61,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2008,Maize - Retail,KG,cereals and tubers,66.67,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2008,Maize - Retail,KG,cereals and tubers,55.5933,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2008,Maize - Retail,KG,cereals and tubers,56.56,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2008,Maize - Retail,KG,cereals and tubers,77.78,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2009,Maize - Retail,KG,cereals and tubers,77.78,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/02/2009,Maize - Retail,KG,cereals and tubers,72.22,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2009,Maize - Retail,KG,cereals and tubers,50.165,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2009,Maize - Retail,KG,cereals and tubers,37.505,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2009,Maize - Retail,KG,cereals and tubers,33.915,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2009,Maize - Retail,KG,cereals and tubers,40.76,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2009,Maize - Retail,KG,cereals and tubers,39.76,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2010,Maize - Retail,KG,cereals and tubers,36.775,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2010,Maize - Retail,KG,cereals and tubers,26,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2010,Maize - Retail,KG,cereals and tubers,26.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2010,Maize - Retail,KG,cereals and tubers,26.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2010,Maize - Retail,KG,cereals and tubers,27,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2011,Maize - Retail,KG,cereals and tubers,27.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2011,Maize - Retail,KG,cereals and tubers,25.14,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2011,Maize - Retail,KG,cereals and tubers,20.14,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2011,Maize - Retail,KG,cereals and tubers,24.1433,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2011,Maize - Retail,KG,cereals and tubers,30.16,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2011,Maize - Retail,KG,cereals and tubers,27.78,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2011,Maize - Retail,KG,cereals and tubers,27.78,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2012,Maize - Retail,KG,cereals and tubers,50,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/02/2012,Maize - Retail,KG,cereals and tubers,45,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2012,Maize - Retail,KG,cereals and tubers,47.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2012,Maize - Retail,KG,cereals and tubers,45,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2012,Maize - Retail,KG,cereals and tubers,42.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2012,Maize - Retail,KG,cereals and tubers,47.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2012,Maize - Retail,KG,cereals and tubers,50,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2012,Maize - Retail,KG,cereals and tubers,50,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2012,Maize - Retail,KG,cereals and tubers,50,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2012,Maize - Retail,KG,cereals and tubers,60,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2012,Maize - Retail,KG,cereals and tubers,55,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2013,Maize - Retail,KG,cereals and tubers,70,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/03/2013,Maize - Retail,KG,cereals and tubers,72.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2013,Maize - Retail,KG,cereals and tubers,122.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2013,Maize - Retail,KG,cereals and tubers,33.33,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2013,Maize - Retail,KG,cereals and tubers,81.67,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2013,Maize - Retail,KG,cereals and tubers,95.12,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2013,Maize - Retail,KG,cereals and tubers,108.22,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2013,Maize - Retail,KG,cereals and tubers,100.73,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2013,Maize - Retail,KG,cereals and tubers,99.6,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2013,Maize - Retail,KG,cereals and tubers,100,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2013,Maize - Retail,KG,cereals and tubers,110.21,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2014,Maize - Retail,KG,cereals and tubers,127.86,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/02/2014,Maize - Retail,KG,cereals and tubers,106.0125,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/03/2014,Maize - Retail,KG,cereals and tubers,101.3025,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2014,Maize - Retail,KG,cereals and tubers,81.625,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2014,Maize - Retail,KG,cereals and tubers,62.5625,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2014,Maize - Retail,KG,cereals and tubers,61.25,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2014,Maize - Retail,KG,cereals and tubers,52.8,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2014,Maize - Retail,KG,cereals and tubers,70,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2015,Maize - Retail,KG,cereals and tubers,90,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/04/2015,Maize - Retail,KG,cereals and tubers,113.75,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/05/2015,Maize - Retail,KG,cereals and tubers,102.5733,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2015,Maize - Retail,KG,cereals and tubers,100,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2015,Maize - Retail,KG,cereals and tubers,121.25,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2015,Maize - Retail,KG,cereals and tubers,115,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/10/2015,Maize - Retail,KG,cereals and tubers,140,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/01/2016,Maize - Retail,KG,cereals and tubers,220,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/02/2016,Maize - Retail,KG,cereals and tubers,220,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2016,Maize - Retail,KG,cereals and tubers,200,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2017,Maize - Retail,KG,cereals and tubers,80,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/08/2017,Maize - Retail,KG,cereals and tubers,70,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/09/2017,Maize - Retail,KG,cereals and tubers,75,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/11/2017,Maize - Retail,KG,cereals and tubers,75,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/07/2019,Maize - Retail,KG,cereals and tubers,171.25,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/12/2019,Maize - Retail,KG,cereals and tubers,287.27,MWK,Malawi,Central Region,1888,Bembeke turn off,765,51,15,5,1,765_51_15_5,
15/06/2012,Rice - Retail,KG,cereals and tubers,280,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/07/2012,Rice - Retail,KG,cereals and tubers,300,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/08/2012,Rice - Retail,KG,cereals and tubers,300,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/09/2012,Rice - Retail,KG,cereals and tubers,300,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/10/2012,Rice - Retail,KG,cereals and tubers,300,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/11/2012,Rice - Retail,KG,cereals and tubers,300,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/01/2013,Rice - Retail,KG,cereals and tubers,367,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/02/2013,Rice - Retail,KG,cereals and tubers,267.43,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/03/2013,Rice - Retail,KG,cereals and tubers,380,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/04/2013,Rice - Retail,KG,cereals and tubers,420,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/05/2013,Rice - Retail,KG,cereals and tubers,289.37,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/06/2013,Rice - Retail,KG,cereals and tubers,372.13,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/07/2013,Rice - Retail,KG,cereals and tubers,349.54,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/08/2013,Rice - Retail,KG,cereals and tubers,349.54,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/09/2013,Rice - Retail,KG,cereals and tubers,361.6,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/10/2013,Rice - Retail,KG,cereals and tubers,362.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/11/2013,Rice - Retail,KG,cereals and tubers,360,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/12/2013,Rice - Retail,KG,cereals and tubers,365.66,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/01/2014,Rice - Retail,KG,cereals and tubers,371.6,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/09/2014,Rice - Retail,KG,cereals and tubers,450,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/12/2014,Rice - Retail,KG,cereals and tubers,450,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/01/2015,Rice - Retail,KG,cereals and tubers,450,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/05/2015,Rice - Retail,KG,cereals and tubers,400,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/06/2015,Rice - Retail,KG,cereals and tubers,380,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/08/2015,Rice - Retail,KG,cereals and tubers,400,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/01/2016,Rice - Retail,KG,cereals and tubers,550,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/02/2016,Rice - Retail,KG,cereals and tubers,550,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/05/2016,Rice - Retail,KG,cereals and tubers,715.38,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/08/2016,Rice - Retail,KG,cereals and tubers,750.11,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/11/2016,Rice - Retail,KG,cereals and tubers,750,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/07/2017,Rice - Retail,KG,cereals and tubers,550,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/08/2017,Rice - Retail,KG,cereals and tubers,500,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/11/2017,Rice - Retail,KG,cereals and tubers,450,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/07/2019,Rice - Retail,KG,cereals and tubers,500,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/12/2019,Rice - Retail,KG,cereals and tubers,598.9375,MWK,Malawi,Central Region,1888,Bembeke turn off,765,52,15,5,1,765_52_15_5,
15/06/2012,Cassava - Retail,KG,cereals and tubers,96.6,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
15/07/2012,Cassava - Retail,KG,cereals and tubers,91.4067,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
15/08/2012,Cassava - Retail,KG,cereals and tubers,84.8,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
15/09/2012,Cassava - Retail,KG,cereals and tubers,84.8,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
15/10/2012,Cassava - Retail,KG,cereals and tubers,91.8,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
15/11/2012,Cassava - Retail,KG,cereals and tubers,72.9,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
15/12/2012,Cassava - Retail,KG,cereals and tubers,67.5,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
15/01/2013,Cassava - Retail,KG,cereals and tubers,73.38,MWK,Malawi,Central Region,1888,Bembeke turn off,765,68,15,5,1,765_68_15_5,
